id,马来语
12542,Versi terlalu rendah
12543,Versi terlalu rendah
12544,Versi terlalu rendah
12545,Versi terlalu rendah
12546,Versi terlalu rendah
12547,Versi terlalu rendah
12548,Versi terlalu rendah
12549,Versi terlalu rendah
12550,Pilih jenis model
12551,Contoh model
12552,Model kustom
12553,"Mencipta contoh model mempunyai asas model dan gerakan, disyorkan untuk pemain baru."
12554,"Guna model miniatur untuk mencipta model baru, gerakan, penggunaan blok, senjata, rupa makhluk"
12555,Pasti
12556,Model
12557,Animasi
12558,Mencipta
12559,Salin
12560,Komponen ciptaan baru
12561,Memilih model
12562,Masukkan nama komponen
12563,Sila masukkan teks
12564,Nama sudah wujud
12565,Melebihi had teks
12566,Menyalin komponen
12567,Nama
12568,Menyalin semua komponen dengan serentak
12569,Imej cermin
12570,Mengubah suai komponen
12571,Mengubah suai tahap
12572,Sembunyi
12573,Tunjuk
12574,Padam
12575,Mengubah suai komponen
12576,"Sedang padam komponen, jikalau ada subkomponen, akan dipadam sekali"
12577,Memindah menjadi komponen sama tahap
12578,Memindah sebagai subkomponen
12579,Sudah berada di tahap yang sama
12580,Tidak boleh dipindah menjadi tahap subkomponen
12581,Subkomponen yang tidak boleh dipindah menjadi subkomponen
12582,Batal
12583,"Lalai (Blok, alat bersedia)"
12584,Bingkai
12585,Tetapan nombor bingkai
12586,"Had atas adalah 300 bingkai, setiap bingkai 0.1 saat"
12587,Masukkan salah
12588,Melebihi bingkai terbesar
12589,Sila memilih komponen
12590,Parameter model tidak dapat diubah dalam penyuntingan gerakan
12591,Mencapai had nombor bingkai terbesar
12592,Menjana model kustom
12593,Huraian
12594,Menjana
12595,Blok
12596,Alatan
12597,Makhluk
12598,"Menjana model kustom akan disimpan di pusat sumber. Janaan blok, alatan, rupa makhluk boleh diguna untuk model kustom di dalam pusat sumber"
12599,Tiada jenis yang dipilih
12600,Berjaya disimpan
12601,Simpan model contoh
12602,Sedang dimuat turun
12603,"Sedang memuat turun data, sila tunggu"
12604,Muat turun gagal
12605,"Data muat turun gagal, sila cuba lagi"
12606,Cuba lagi
12607,Simpan data
12608,"Sedang menyimpan data, sila tunggu"
12609,Simpanan gagal
12610,"Data gagal disimpan, sila cuba lagi. Data anda mungkin tidak akan disimpan"
12611,Keluar
12612,Adakah anda ingin log keluar? Data anda mungkin tidak akan disimpan
12613,Sudah menjadi subkomponen
12614,"Selepas berpindah, data subkomponen akan melebihi had tinggi, tidak dapat dipindah"
12615,Fungsi sedang dibina
12616,Import komponen
12617,Silih pilih komponen baru membuat salinan
12618,Parameter tulang
12619,Parameter model
12620,Model kustom
12621,"Model khusus dapat digunakan sebagai penampilan blok, alat peraga, dan plugin makhluk"
12622,Memadamkan bingkai utama bahagian yang dipilih dalam bingkai ini
12623,Pada masa yang sama hapuskan bingkai utama semua bahagian lain di bawah bingkai ini
12624,"Tiada model, tidak dapat dijana"
12625,Data subkomponen mencapai tahap atas
12626,"Lokasi ini sudah wujud di bingkai utama, tidak dapat dipindah"
12627,Memadam bingkai utama semua bahagian di bawah bingkai ini
12628,Pilih jenis model sampel
12629,Masukkan bingkai utama
12630,Salin
12631,Tampal
12632,Padamkan bingkai utama
12633,Bingkai utama telah disalin
12634,Kerangka kunci ditampal. Sudah ada data di bawah bingkai utama ini. Adakah ia ditimpa?
12635,Sila menjana komponen dulu
12636,Sila menjana komponen dalam model dulu
12637,Bantuan untuk model buat khas
12638,"#cfa7a0fApa itu model khusus?#n
 Model khusus adalah penampilan yang dapat digunakan oleh blok, alat peraga dan makhluk. Pemain boleh mencipta tulang yang digunakan dari model miniatur, dengan penyunting model khusus. Kemudian edit animasi pada garis masa. Selepas anda menyelesaikan model, anda boleh menggunakannya menjadi blok, prop atau makhluk.
 
 #cfa7a0fBagaimana memasukkan antara muka penyuntingan?#n
 1. Letakkan editor model khusus di tanah.
 2. Pilih #c0aaa1 model contoh #n, atau pilih #c0aaa1acustom model #n untuk bermula dari awal.
 3. Klik butang #c0aaa1portport#n pada antara muka jenis mod pilih. Import model khusus, yang telah siap buat sebelumnya. Ubah suai dan simpan.
 
 #cfa7a0fBagaimana menyunting model? #n
 1. Klik butang buat untuk mencipta unit baru. Pilih unit dan buat sub-unit.
 2. Seret paksi koordinat 3D atau ubah parameter tulang dan model. (Perhatian: Titik biru adalah titik tengah. Putaran model relatif terhadap kedudukan titik tengah)
 
 #cfa7a0fBagaimana menyunting animasi? #n
 1. Setelah anda menyelesaikan model, klik animasi.
 2. Klik butang pertama di bawah untuk mengedit jangka masa.
 3. Pilih unit yang ingin anda sesuaikan. Klik pada garis masa untuk meletakkan penunjuk pada waktu yang anda ingin ubah, klik + untuk menambah bingkai utama, atau sesuaikan widget secara langsung, dan bingkai utama akan dimasukkan secara automatik.
 4. Setelah bingkai utama dipilih, anda dapat menyesuaikan kedudukannya di atas garis masa atau salin, tampal, hapus
 
 #cfa7a0fBagaimana menghasilkan model?#n
 1. Klik #c0aaa1abutton#n di sudut kiri atas untuk menghasilkan blok, prop atau makhluk.
 2. Model khas yang dihasilkan akan ditambahkan di perpustakaan sumber.
 3. Blok di perpustakaan plugin, prop dan penampilan makhluk semua dapat menggunakan model khusus di perpustakaan sumber.
 
 #cfa7a0fBagaimana menggunakan model sampel?#n
 1. Pilih contoh model yang anda suka.
 2. Pilih model yang dimuat di sebelah kanan.
 3. Klik butang urus. Pilih #c0aaa1aModify#n dan pilih model miniatur. Laraskan parameter #c0aaa1amodel#n.
 4. Masukkan antara muka penyuntingan animasi. Kami telah menetapkan beberapa animasi. Anda boleh menyesuaikannya mengikut kehendak anda.
 
 #cfa7a0fApakah perbezaan antara parameter tulang dan parameter model?#n
 1. Gunakan #c0aaa1 satu tulang parameter #n atau #c0aaa1satu model parameter#n untuk menyesuaikan unit.
 2. Parameter tulang: Laraskan keseluruhan unit dan anjakan, putaran, penskalaan sub-unit. Sub-unit dipengaruhi apabila unit utama berubah.
 3. Parameter model: Tidak akan mempengaruhi titik tengah tulang atau parameter sub-unit.
 4. Anda hanya dapat menyesuaikan parameter tulang dalam penyuntingan animasi.
 
 #cfa7a0fApa unit dan sub-unitnya?#n
 1. Setelah memilih unit, klik untuk membuat sub-unit daripadanya. Unit yang baru dibuat menjadi sub-unit dari unit yang dipilih.
 2. Apabila anda menyesuaikan parameter tulang unit utama, sub-unit juga akan berubah dengannya."
12639,Ciptaan baru ialah subkomponen dalam komponen yang dipilih
12640,Pilih bahagian sasaran yang akan disesuaikan dalam senarai
12641,Tulang akar
12642,Bahagian atas badan
12643,Dada
12644,Kepala
12645,Lengan kanan atas
12646,Lengan kanan
12647,Tangan kanan
12648,Lengan kiri atas
12649,Lengan kiri
12650,Tangan kiri
12651,Bahagian bawah badan
12652,Paha kiri
12653,Kaki bawah kiri
12654,Kaki kiri
12655,Paha kanan
12656,Kaki bawah kanan
12657,Kaki kanan
12658,Kaki depan kiri
12659,Kaki depan kanan
12660,Kaki depan kiri
12661,Kaki belakang kanan
12662,Ekor
12663,Badan
12664,Sayap kiri
12665,Sayap kanan
12666,Bunga
12667,Batang
12668,Daun
12669,Badan utama
12670,Paksi
12671,Pemutar sayap1
12672,Pemutar sayap2
12673,Pemutar sayap3
12674,Pemutar sayap4
12675,Bentuk manusia
12676,Haiwan
12677,Bahan hiasan
12678,Bentuk manusia standard
12679,Bentuk manusia mudah
12680,Makhluk berkaki empat
12681,Makhluk menerbang
12682,Makhluk mudah
12683,Bunga
12684,Kincir angin
12685,Daun2
12686,Salinan gerakan
12687,Tampal gerakan
12688,Kosongkan gerakan
12689,Gerakan disalin
12690,"Sedang menampal salinan gerakan, akan menutup data gerakan sekarang"
12691,Sedang mengosongkan data gerakan
12692,@Null@
12693,@Null@
12694,@Null@
12695,@Null@
12696,@Null@
12697,@Null@
12698,@Null@
12699,@Null@
12700,Kemas kini diperlukan
13000,Alat pembangun
13001,Pencetus
13002,Skrip
13003,Sila memilih pencetus dulu
13004,Sila manjana pencetus baru
13005,Set pencetus janaan baru
13006,Pencetus janaan baru
13007,Pembolehubah
13008,Suis pencetus
13009,Tambahkan maklumat nota pada pencetus
13010,Set pencetus
13011,Pencetus
13012,Peristiwa
13013,Keadaan
13014,Gerakan
13015,Tambahan@1
13016,Syarat tambahan
13017,Gerakan tambahan
13018,Suis kawal
13019,Pilihan@1
13020,Masuk
13021,Perpustakaan fungsi
13022,Perpustakaan templat
13023,Pilihan
13024,Pilih objek
13025,Pembolehubah
13026,Pemboleh ubah janaan baru
13027,Memilih dari objek dunia
13028,Lokasi dalam peristiwa
13029,Tempat lahir lalai
13030,Pemain di pencetus peristiwa
13031,Pemain sasaran di dalam peristiwa
13032,Blok udara
13033,Jenis alat dalam peristiwa
13034,Proyektil dalam pencetus peristiwa
13035,Benda yang jatuh dalam peristiwa
13036,Makhluk dalam pencetus peristiwa
13037,Sasaran makhluk dalam pencetus peristiwa
13038,Menambah fungsi
13039,Namakan semula
13040,Susun semula
13041,Salin
13042,Gerak
13043,Masukkan peristiwa baru
13044,Masukkan syarat baru
13045,Masukkan gerakan baru
13046,Padam
13047,Nama
13048,Pasti padam
13049,Pasti
13050,Batal
13051,Pencetus global
13052,Blok (Plugin)
13053,Makhluk (Plugin)
13054,Tiada Plugin
13055,Data mencapai had atas
13056,Parameter
13057,Catatan
13058,Notis
13059,#cef2d2dParameter merah#nkehilangan perlu diisi
13060,#cfa7a0fParameter jingga#ntidak terjumpa dalam peristiwa
13061,Salinan berjaya
13062,Tampalan berjaya
13063,#cef2d2dsalinan gagal#n
13064,#cef2d2dtampalan gagal#n
13065,Sila pilih pasukan pencetus di sebelah kiri
13066,"#cef2d2dtampalan gagal#n, pencetus global, pakej plugin, tidak boleh menyalin dan menampal antara pusat sumber plugin"
13067,Pencetus tidak terjumpa
13068,Pasti menyalin set pencetus
13069,Sila memilih pasukan
13070,Tambah nilai
13071,Nilai nombor siri@1
13072,Benar
13073,Palsu
13074,Nilai data telah mencapai tahap atas
13075,Klik segitiga untuk mengubah nilai
13076,Pautan tidak boleh diguna
13077,Sila memilih antara muka
13078,Hasil carian untuk [color=#fa7a0f]@1[/color]
13079,Sila pilih lagu
13200,@Null@
13201,Sila pilih pasukan skrip terlebih dahulu
13202,Sila menjana pasukan skrip baru
13203,pasukan skrip baru
13204,pasukan skrip
13205,Skrip
13206,Skrip baru
13207,Suntingan skrip
13208,Sudah disimpan
13209,API
13210,Cari
13211,Semak contoh dan tutorial
13212,Mengguna
13213,Parameter dan jenis:
13214,Nilai dan jenis pulangan:
13215,Kesan:
13216,Kes:
13217,"Teks belum disimpan dikesan, terus import akan ditimpa"
13218,Skrip belum dinama
13219,Sedang mamadam skrip sedia ada
13220,Versi terlalu rendah
13400,Versi terlalu rendah
13999,Versi terlalu rendah
14000,Tidak boleh dipindah
14001,Tidak boleh letak blok
14002,Tidak boleh interaktif dengan blok
14003,Tidak boleh memusnahkan blok
14004,Tidak boleh mengguna alat
14005,Tidak boleh serang
14006,Objek tidah boleh diserang
14007,Sasaran tidak boleh dikalahkan
14008,Tidak boleh ambil alat
14009,Tidak boleh dibuang
14010,Versi terlalu rendah
14011,Versi terlalu rendah
14012,Versi terlalu rendah
14013,Versi terlalu rendah
14014,Versi terlalu rendah
14015,Versi terlalu rendah
14499,Versi terlalu rendah
14500,Mod alat
14501,Kembali ke mod suntingan
14502,Alat kawasan
14503,Alat lokasi
14504,Alat makhluk
14505,Pusat sumber objek
14506,Panjang:
14507,Lebar:
14508,Tinggi:
14509,X:
14510,Y:
14511,Z：
14512,Sila letak #c5aea0atitik permulaan#n
14513,Sila letak #c5aea0atitik akhir#n
14514,Sila letak #c5aea0atitik lokasi#n
14515,Sila letak #c5aea0amakhluk#n
14516,Sila pilih #c5aea0a apa-apa makhluk di tempat kejadian #n
14517,Pilih
14518,Cipta baru
14519,Kawasan@1berjaya dibuat dan telah ditambahkan ke perpustakaan objek
14520,Lokasi@1berjaya dibuat dan telah ditambahkan ke perpustakaan objek
14521,Makhluk@1berjaya dibuat dan telah ditambahkan ke perpustakaan objek
14522,Kawasan
14523,Lokasi
14524,Makhluk
14525,Tukar
14526,Pindah semula
14527,Padam
14528,Pasti nak memadam@1?
14529,Pilihan sekarang
14530,"Ukuran kawasan di luar jangkauan, tidak dapat dijana"
14531,@1berjaya dipindah semula
14532,Anda belum menjana kawasan
14533,Anda belum mencipta titik lokasi
14534,Anda belum mencipta makhluk
14535,Sila letak semula #c5aea0atitk permulaan#n
14536,Sila letak semula #c5aea0atitk akhir#n
14537,Objek pusat sumber objek tersembunyi di peta
14538,Objek pusat sumber objek ditunjuk di peta
14539,Paparkan tetingkap
14540,Paparkan saiz tetingkap
14541,Tetingkap Paparan @1 telah berjaya dicipta dan telah ditambah ke perpustakaan objek
14542,Lebar tetingkap paparan atau ketinggian melebihi 64 kotak dan tidak boleh dibuat
14543,Anda belum membuat tetingkap paparan
14544,Penciptaan tetingkap paparan gagal
14545,"Jarak melebihi 64 petak, dan tetingkap paparan gagal untuk meletakkan semula"
14546,Tetingkap paparan telah melebihi had peta
14547,"Jarak terlalu jauh, pemadaman tetingkap paparan gagal"
14999,@Null@
15000,Pemboleh ubah global
15001,Pemboleh ubah persendirian
15002,Anda belum menjana pemboleh ubah
15003,Pemboleh ubah baru
15004,Jenis pemboleh ubah
15005,Nama pemboleh ubah
15006,Nilai lalai
15007,Pilih jenis pemboleh ubah
15008,Salin
15009,Suntingan
15010,Padam
15011,Menyunting pemboleh ubah
15012,Pasti padam pemboleh ubah?
15013,Klik untuk memilih
15014,Tiada nilai lalai
15015,"Terdapat nama pemboleh ubah pendua, sila periksa nama"
15016,Menjana pemboleh ubah gagal
15017,Papan pendahulu
15018,Jadual
15021,Nama rujukan skrip
15022,"1. Nama pembolehubah digunakan dalam skrip, boleh dipanggil terus dengan nama (hanya huruf, nombor, garis bawah _ dan asterisk dibenarkan)
2. Selepas memadam pembolehubah, gunakan nama skrip sama untuk mendapatkan semula data yang dipadamkan sahaja."
15023,Bilangan pembolehubah papan pendahulu telah mencapai had sebanyak @1
15024,Jumlah pembolehubah jadual telah mencapai had @1
15025,"Rujukan skrip hanya membenarkan huruf, nombor, garis bawah _ dan asterisk*"
15026,"1. Pembolehubah papan pendahulu boleh menyimpan data 1000 pemain teratas di peta dan merealisasikan fungsi papan pendahulu peta penuh.
2. Kaedah pengisihan lalai papan pendahulu ialah (tertib menaik) dari kecil ke besar. Apabila mengambil nilai, anda boleh menggunakan nombor negatif untuk mengambil nilai dari bahagian atas papan pendahulu daripada besar kepada kecil.
3. Pembolehubah kedudukan hanya boleh menyimpan integer, dan hanya bahagian integer boleh disimpan dalam perpuluhan.
4. Selepas membatalkan muat naik peta, data papan pendahulu akan dikekalkan selama 30 hari dan data peta akan dikosongkan jika tidak dimuat naik semula dalam masa 30 hari"
15027,"1. Pembolehubah jadual boleh menyimpan data semua pemain dalam peta
2. Selepas membatalkan muat naik peta, data dalam jadual akan dikekalkan selama 30 hari dan data peta akan dikosongkan jika tidak dimuat naik semula dalam tempoh 30 hari"
15028,Tidak boleh menyalin pembolehubah papan pendahulu atau pembolehubah jadual
15199,@Null@
15200,Suntingan terperinci
15201,Suntingan Atribut
15202,Tambah pencetus
15203,Tambah skrip
15204,Jatuh
15205,Ada benda jatuh
15206,Tiada benda jatuh
15207,Tiada
15208,Makhluk ini / blok belum dibuka untuk suntingan
15209,Simpan Templat Baru
15210,Anda pasti nak meninggalkan suntingan inin? Meninggalkan suntingan ini tidak akan menyimpan kandungan yang disunting
15211,Model ID
15212,Jenis
15213,Jenis bola
15249,@Null@
15250,Salam
15251,Lihat ke bawah dan berfikir
15252,Menangis
15253,Marah
15254,Regangan
15255,Menag (Gembira)
15256,Terima kasih
15257,Aksi santai
15258,Jatuh ke tanah
15259,Pos
15260,Berdiri
15261,Berlari
15262,Berbaring untuk tidur
15263,Duduk
15264,Berenang
15265,Menyerang
15266,Mati
15267,Pukul
15268,Kasual
15269,Melompat
15270,@Null@
15271,"Hello, khabar baik!#A101"
15272,Terima kasih#A106
15273,Minta maaf#A105
15274,"Yea, gembiranya#A112"
15275,"Hei rakan, jom mari main#A102"
15276,"Jom, mari ikut saya"
15277,Akan sampai segara
15278,#A116ada raksasa! Berhati-hati
15279,"Eh, di mana anda?"
15280,"Saya ada dekat sini, koordinat(@1) ketinggian@2"
15281,Frasa pintasan
15282,Saya ada dekat sini(koordinat)
15283,Tiada pemain berdekatan untuk berinteraksi
15284,"Jemputan yang dihantar, sila tunggu"
15285,Status semasa anda atau pihak lain tidak dapat berinteraksi
15286,"Ruang semasa terlalu kecil, sila pergi ke kawasan terbuka untuk berinteraksi"
15287,Lawan terlalu jauh
15288,Sesuatu menyekatnya
15289,Pihak yang lain tidak menerima jemputan itu
15290,Jemputan interaksi telah tamat tempoh
15291,Tidak lagi menerima undangan dari pemain ini dalam masa 3 jam
15292,Menerima jemputan interaksi
15293,Senarai Jemputan
15294,Menerima
15295,Menolak
15296,Jemputan
15297,Tambah Rakan! #A101.
15298,Tunggu saya #A105
15299,Awesome! #A109.
15300,Mari kita bermain bersama kali seterusnya!
15301,Selamat tinggal ~ #A118
15349,@Null@
15350,Pusat sumber blok
15351,Blok tumbuhan
15352,Blok cecair
15353,Blok semula jadi
15354,Blok hiasan
15355,Blok fungsi
15356,Pusat sumber alat
15357,Barang habis pakai
15358,Bahan
15359,Senjata
15360,Peralatan
15361,Alat
15362,Telur biologi
15363,Objek baling
15364,Pusat sumber objek baling
15365,Pusat sumber makhluk
15366,Haiwan
15367,Raksasa
15368,Tunggangan
15369,Penduduk kampung
15370,Kenderaan
15371,Pusat sumber kesan keadaan
15372,Kesan berbahaya
15373,Kesan yang bermanfaat
15374,Kesan neutral
15375,Pusat sumber emoji
15376,Tindakan watak
15377,Gerakan raksasa
15378,Gerakan umum
15379,Asap
15380,Letupan
15381,Kesan cahaya
15382,Zarah
15383,Nyalaan
15384,Persekitaran
15385,Petunjuk
15386,Pusat sumber kesan khas
15387,Fail kesan khas tidak dijumpa
15388,Pusat sumber kesan bunyi
15389,Langkah
15390,Tingkah laku
15391,Pukul
15392,Bersedia
15393,Kemahiran
15394,Persekitaran
15395,Muzik
15396,Fail kesan muzik tidak dijumpa
15397,Cuba dengar
15398,Berhenti
15399,Lain-lain
15400,Kitar persiaran
15401,@Null@
15402,@Null@
15403,@Null@
15449,@Null@
15450,Ujian
15451,Maklumat operasi
15452,Pemboleh ubah
15453,Tapis pencetus
15454,Peristiwa-
15455,Syarat-
15456,Gerakan-
15457,#cef2d2dkurang@1parameter perlu diisi#n
15458,#cef2d2dtidak terjumpa dalam peristiwa@1#n
15459,Melaksanakan@1skrip
15460,Pencetus
15461,Skrip
15462,Tapis skrip
15463,Tiada maklumat operasi pencetus
15464,Sila pilih maklumat operasi pencetus
15465,Tiada skrip untuk mencetak maklumat
15466,Sila pilih skrip untuk mencetak maklumat
15467,@Null@
15468,@Null@
15469,@Null@
15499,@Null@
15500,@Null@
15501,@Null@
15502,Follow
15503,"Hi, kita dah jadi kawan, boleh mula bersembang"
15504,Kita sekarang berkawan! Jom sembang sekarang!
15505,"Akhirnya, kami berkawan. Kongsi peta yang menyeronokkan dengan saya!"
16000,Mod blok miniatur
16001,Mod pasukan miniatur
16002,Sila letak titak awal terlebih dahulu
16003,Ke kawasan #c5aea0a blok#nportfolio miniatur
16004,Ke kawasan #c5aea0a blok miniatur#n portfolio
16005,Menjana portfolio miniatur
16006,Menjana
16007,Portfolio miniatur yang dihasilkan akan disimpan ke pusat sumber. Boleh diletakkan di atas tanah untuk menghasilkan gabungan kiub miniatur yang lengkap
16008,"Bar pintas penuh, Portfolio miniatur telah disimpan ke sudut kanan atas #cfa7a0f Pusat Sumber #n"
16009,Mencapai sempadan
16010,Terdapat halangan dan tidak dapat ditempatkan
16011,Tiada blok di kawasan sekarang
16012,"Alien datang, janaan gagal"
16013,Portfolio miniatur
16014,Komponen
16015,"Hei, inilah blok rujukan arah"
16016,Hanya menjana dan mod suntingan boleh diguna
16017,Blok miniatur
16018,Alat miniatur
16019,Makhluk miniatur
16020,Model kustom
16021,Portfolio miniatur
16022,"Masa janaan tamat, sila menjana semula"
16099,Kemas kini diperlukan
16100,Peta sekarang
16101,Pusat Sumber Utama
16102,Model
16103,Rancangan
16104,Mekanikal
16105,Gambar
16106,Kesan khas
16107,Audio
16108,Gerakan
16109,Logik
16110,Bengkel Sumber
16111,Mendapat sumber lain
16112,Masukkan nama untuk pencarian
16113,Sila menjana sumber di dalam permainan dahulu
16114,Sila pilih satu fail
16115,Gerak
16116,Padam
16117,Muat naik
16118,Batal muat naik
16119,Muat Turun
16120,Muat naik ke bengkel sumber
16121,"Selepas memuat naik, produk boleh disenaraikan di bengkel sumber"
16122,#c3d4546Saya setuju#n #L#cfa7a0fMuat naik perjanjian pengguna dan bengkel sumber
16123,Muat naik gagal
16124,"Proses penjanaan sumber berikut menggunakan sumber yang dimuat turun oleh orang lain, dan tidak mungkin memuat naik sumber penciptaan sekunder"
16125,Batal muat naik gagal
16126,"Sumber berikut ada dalam produk bengkel sumber, sila keluarkan terlebih dahulu dan padamkan produk sebelum membatalkan muat naik"
16127,"Adakah anda pasti mahu membatalkan muat naik?
 #cfa7a0f (Pelayan akan menghapus data setelah muat naik dibatalkan, dan sumber ini tidak akan dipulihkan. Fail tempatan akan tetap ada) #n"
16128,Kembali
16129,"Hasil carian untuk ""#cfa7a0f@1#n"""
16130,Pada masa ini terdapat komponen yang menggunakan sumber yang dimuat turun dan akan disimpan sebagai sumber penciptaan sekunder. Operasi muat naik tidak akan dapat dilakukan di pusat sumber. Adakah anda mahu terus menjana?
16131,#c0aaa1a@1#c657476 Fail
16132,Sila muat naik sumber di pusat sumber utama terlebih dahulu
16133,Sumber ini sudah tersedia dalam produk lain
16134,Sumber yang menggunakan sumber yang dimuat turun untuk penciptaan sekunder tidak boleh disenaraikan
16135,Sumber yang dimuat turun tidak disenaraikan
16136,Sila muat turun sumber di pusat sumber utama terlebih dahulu
