id,阿拉伯语
16263,"هل أنت متأكد من حذف هذا المنتج
  #cef2d2d (سيتم حذف جميع بيانات البيع ، بما في ذلك أرقام التنزيل)#n"
16264,مراجعة
16265,تدقيق
16266,انتهاك
16267,لوضعه على الرف
16268,تمت ازالته من على الرف
16269,تم وضعه على الرف
16270,مرة أخرى على الرف
16271,هل أنت متأكد من إزالة هذا المنتج من الرف؟#cef2d2d(مرئي لك فقط. جميع البيانات المحجوزة ، مثل التنزيلات. يمكنك وضعها مرة أخرى على الرف)#n
16272,هل أنت متأكد من حذف هذا المنتج؟ #cef2d2d(سيتم حذف جميع البيانات ، بما في ذلك التنزيلات. إذا كانت مجانية ، فلا يمكن تنزيلها مرة أخرى بعد الحذف)#n
16273,فتح فتحات المنتجات
16274,ازالة
16275,تم الحذف
16276,لقد تم حذف هذا المنتج. الرجاء إزالته
16277,إشعار: سيتم حفظ المنتجات المجانية على جهازك المحلي ، بدلاً من الخادم
16278,الرجاء افتح المنتجات اولا
16279,المنتجات
16280,صورة
16281,مشهد
16282,اسلحة
16283,اسلحة نارية
16284,الادوات
16285,المعدات
16286,الالعاب
16287,الاطعمة
16288,متفرقات
16289,اشخاص
16290,حيوانات
16291,وحوش
16292,الانسان الآلي
16293,ابنية
16294,كتل
16295,نباتات
16296,تزيين
16297,اثاث
16298,عربة
16299,آلات
16300,عام
16301,جميع السلع
16302,عدد السلع
16303,الرجاء التعليق بعد التنزيل
16304,لا يمكنك التعليق على نفسك
16305,لقد قمت بالتعليق بالفعل
16306,لا شيء. الرجاء تغيير الفلتر
16307,لا شيئ. الرجاء تنزيل البضائع أولاً
16308,لا شيئ. الرجاء اضافة السلع الى قائمة المفضلة لدي أولا
16309,ازالة السلعة من الرف
16310,"1. انقر فوق المزيد في الزاوية اليمنى السفلية في صفحة التفاصيل. انقر فوق نسخ معرف السلعة. هذا هو المعرف الوحيد للسلعة.
  2. ابحث عن معرف السلعة للعثور على العناصر المقابلة ويمكنك مشاركتها مع الآخرين.
 
 #cfa7a0f الإرشادات الرسمية للموارد المميزة#n
 1. الصفاء: إنه مصنوع بشكل رائع ويمكن أن يُظهر الأشخاص أو الحيوانات أو العناصر التي يتم التعبير عنها بشكل معقول ودقيق ، أو يتميز بأسلوب فني فريد. يتميز العمل النهائي بأداء ممتاز نسبيًا داخل اللعبة.
 2. الأصالة: هو عمل أصلي.
 3. المحاكاة: إذا كان النموذج يشير إلى سلع واقعية أو سلع نموذجية أخرى.
 4. معلومات كاملة: عند التحميل ، يرجى ملء العنوان التفصيلي والحقيقي لعناصر النموذج ، بما لا يقل عن 16 حرفًا من الوصف ، واختيار 1-3 ملصقات مناسبة.
 
 #cfa7a0fالمعايير للموارد المميزة#n
 1) إنتاج عالي الجودة. يجب أن يكون المورد رائعًا وذو أسلوب فني خاص. يجب أن يكون تصميم وإنتاج الشخصيات أو الحيوانات أو الأدوات قادرين على إظهار فكرة المبدع. ويجب أن يكون المورد قادرًا على الأداء بسلاسة في اللعبة.
 2) يجب أن تكون الأعمال الأصلية. يجب أن يكون المصدر أصليًا بواسطة المنشئ ، مما يعني أنه لا يمكن نسخه من موارد منشئي محتوى آخرين.
 3) نسخة طبق الأصل من الأشياء الواقعية. إذا كانت الموارد الموجودة في العنصر تشير إلى أشياء من واقع أو أعمال فنية أخرى ، فيجب أن تكون مشابهة إلى حد كبير للأشياء الأصلية.
 4) سلامة المعلومات. يجب تحميل العنصر بمعلومات تشمل: عنوان صحيح ومفصل ويمكن أن يصف العنصر بدقة ؛ ② وصف بأكثر من 8 كلمات للسلع ؛ ③ 1-3 بطاقات مناسبة. سيتم اختيار سلعة به أكثر من ثلاث علامات بشكل تفضيلي."
16311,المساعدة
16312,لا يمكنك متابعة نفسك
16313,فشل في حزم المورد
16314,خطأ في العامل المتغير
16315,قم بتنزيل 10 منتجات كحد أقصى في نفس الوقت
16316,تنزيل المنتج
16317,نفذ الوقت
16318,المحاولة مرة اخرى
16319,وصل المنتج إلى الحد الأقصى
16320,الرجاء الموافقة على شروط الخدمة أولاً
16321,عمر المعرف الفريد المصغر أقل من سبعة أيام ، ولا يمكن إنشاء المنتج
16322,بعد مصادقة الاسم الحقيقي، يمكن إنشاء المنتجات، ويمكن وضع المنتجات على رفوف الموارد التي تم تحميلها في إجمالي مكتبة مركز الموارد
16323,الرجاء تسجيل الدخول اولا
16324,الموارد صغيرة جدًا
16325,الموارد كبيرة جدًا
16326,وصل عدد الموارد إلى الحد الأقصى
16327,وصلت مساحة الموارد إلى الحد الأقصى
16328,معرف المورد غير صحيح
16329,يتم إدراج المورد في المنتج ولا يمكن إلغاء التحميل
16330,المورد غير موجود
16331,خطأ في نوع المنتج
16332,لا يمكن أن يكون الاسم فارغًا
16333,وصل عدد العنتجات إلى الحد الأقصى
16334,خطأ في المعامل المتغير للمورد
16335,تم إدراج المورد في منتجات أخرى
16336,تفاصيل المورد فارغة
16337,معرف المنتج خاطئ
16338,المنتج غير موجود ولا يمكن تقديمه للمراجعة
16339,لم تكتمل مراجعة المنتج ولا يمكن إرسالها مرة أخرى
16340,هذا ليس منتجك وليس لك الحق في استخدامه
16341,معرف خاطئ
16342,المعامل المتغير خاطئ
16343,لا يمكننك تقييم منتجاتك
16344,تمت مراجعة المنتج
16345,اسم المنتج فارغ ولا يمكن تقييمه
16346,معلومات المنتج فارغة ولا يمكن تقييمها
16347,النظام مشغول ، ولا يمكن العثور على حالة التقييم مؤقتًا
16348,النظام مشغول ولا يمكن الحفظ مؤقتًا
16349,يمكنك تحميل المنتجات بعد الانتهاء من مصادقة الاسم الحقيقي
16350,أنت تعمل بسرعة كبيرة. الرجاء الإبطاء(@1s)
16351,نتيجة التصفية:cfa7a0f @1#nالوسم،cfa7a0f@2#n#العلامة، #cfa7a0f@3#n#العملة
16352,الاسم طويل جدا
16353,الوصف طويل جدا
16354,لا يفي بشروط الرف
16355,انتهت مهلة التحقق من اسم المنتج
16356,اسم منتج غير قانوني
16357,انتهت مهلة التحقق من وصف المنتج
16358,وصف منتج غير قانوني
16359,الموارد غير القانونية. لا يمكنك الاختيار
16360,الرجاء إضافة وسم
16361,تأكيد التنزيل
16362,فشل تنزيل أجزاء من الموارد. يرجى التحقق من الموارد التي تم تنزيلها في مركز الموارد - المكتبة الرئيسية
16363,لا يمكن ايجاد الموارد
16364,سرقة أعمال الآخرين
16365,لا يمكنك اضافة المنتج الخاص بك الى قائمة المفضلة
16366,أوقات التنزيل غير كافية
16367,تمت إزالة المنتج من الرف. لا يمكن التحميل
16368,منتج غير قانوني. لا يمكن التحميل
16369,لا يمكن التحميل
16370,فشلت مراجعة المنتج
16371,تم إلغاء إذنك لدخول معرض الموارد
16372,لا يوجد اذن
16373,سيكلفc01aa10@1×@2#n#للحصول علىcf7770f@3#n#، يرجى التأكيد
16374,وضع الإعلان
16375,الرجاء إدخال السعر
16376,#cf4b225 ملاحظة: يحتوي المنتج على موارد قمت بإلغاء تأمينها في منتجات أخرى. هل تريد المتابعة؟#n
16377,يوصى بها
16378,الاسم
16379,الوظيفة
16380,البكسل
16381,ذكر
16382,انثى
16383,شريك
16384,مقاتل
16385,بركة
16386,كاهن
16387,الرامي
16388,رسوم كرتونبة
16389,بيئة
16390,تشغيل آلي
16391,حياة
16392,تسلية
16393,محمول
16394,رسوم متحركة
16395,أدب
16396,صوت
16397,تعلم
16398,مجموعة
16399,قتال
16400,انتاج
16401,سحر
16402,فخ
16403,مادة
16404,العنصر
16405,المعرف الفريد
16406,الكلمات الدالة
16500,الاصدار قديم جدا
16501,@Null@
16502,@Null@
16503,@Null@
16504,@Null@
16505,@Null@
16550,@Null@
16551,@Null@
16552,@Null@
16553,@Null@
16554,@Null@
16555,@Null@
16556,@Null@
16600,@Null@
16601,تشغيل جزئي
16602,نص جزئي
16603,إذا كان هذا المتغير مرتبطًا بالمكون الإضافي ، فسيتم تحديد هذا المتغير تلقائيًا عند تعبئة المكون الإضافي الحالي في حزمة البرنامج المساعد
16604,لا مزيد من النصائح
16605,الرابط
16606,ازالة الرابط
16607,cF62D2Da#تنبيه: يُشار إلى المتغير الحالي بمعامل المشغل الجزئي. لا يمكن فك الارتباط!#n
16608,اصدار جديد
16609,اصدار قديم
16610,تعديل الاصدار القديم
16611,تم اكتشاف أن هذا البرنامج المساعد يستخدم مشغل الإصدار القديم. هل تريد التبديل إلى الإصدار القديم للتعديل؟
16612,(#cF62D2Daانتباه: لا يمكن إضافة المشغل القديم وتعبئته في حزمة البرنامج المساعد#n)
16613,تم اكتشاف أن هذا البرنامج المساعد يستخدم مشغل الإصدار القديم. هل تريد التبديل إلى الإصدار القديم للتعديل؟
16614,(#nانتباه: لا يمكن إضافة البرنامج النصي القديم وتعبئته في حزمة البرنامج المساعد#)
16615,الغاء
16616,متغير جزئي
17000,@Null@
19990,تعديل المكون الاضافي للكتلة
19991,"المكون الاضافي للكتلة:
  #cfa7a0f المظهر:#n يمكن تغيير اسم ووصف وطراز الكتل. يمكن تغيير النموذج إلى مظهر كتلة آخر أو باستخدام نموذج مصغر في مركز الموارد.
  #cfa7a0fالسمات:#السمة الأساسية ، يمكن تعديل نوع التصادم وحالات الإسقاط."
19992,تعديل المكون الاضافي للمخلوق
19993,"cfa7a0f#السمات والمعركة #n يمكن تعيين النوع والسمات والقدرة القتالية.
  يمكن إنشاء سلوك المخلوق #cfa7a0fمتقدم #n وتعديله
  يمكن إنشاء متجر #cfa7a0fتفاع #L#n وتعديله ومتابعته على المخلوقات. يمكن تعديل القصة ولكن لم يتم إنشاؤها حديثًا.
 ملاحظة: لا يمكن إنشاء قصة إلا من خلال المكوِّن الإضافي لـ القصة. ثم قم بتعيين الكائن المستهدف على أنه الهدف بحيث يتم عرض القصة أثناء التفاعل.
 
 #cfa7a0f المشغل الجزئي: #n يختلف عن أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا ويوفر المزيد من الإمكانيات
 #cfa7a0fالنص الجزئي: #nمختلف من أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا
  ملاحظة: إذا كان هذا المكون الإضافي قد استخدم المشغلات أو البرامج النصية المضمنة ، فيمكنك النقر فوق مفتاح الإصدار الجديد في الزاوية اليمنى العليا من المشغل الجزئي أو شريط خيارات البرنامج النصي الجزئي للعودة إلى المشغلات والبرامج النصية المضمنة القديمة للتعديل ولكن النسخة القديمة لا تدعم المحتوى الجديد ، يرجى تفهم ذلك."
19994,تعديل المكون الاضافي للدعائم
19995,"المكون الاضافي للدعائم:
 cfa7a0f#المظهر:#n يمكن تغيير اسم العناصر ووصفها ونموذجها. يمكن تغيير النموذج إلى مظهر عنصر آخر أو باستخدام نموذج مصغر في مركز الموارد.
 cfa7a0#السمات:#n وفقًا لأنواع المنتجات المختلفة ، يمكن تعديل السمات.
 #cfa7a0fالمهارات: يمكن إنشاء#مهارات وتأثيرات العناصر وتعديلها.
 #cfa7a0fالمنتجات #n إنشاء عناصر جديدة أو تعديلها وعدد العناصر واحتمالية العناصر في حقيبة الحظ.
 ملاحظة: لا يمكن تعديل نوع العنصر. لا يمكن إعداد النوع إلا عند إنشاء عناصر جديدة أو تعديل العناصر الأصلية (نوع العنصر: أشتات ، أدوات ، قوس ، ذخيرة / مقذوف ، سلاح ناري ، طعام وحزمة).
 
 #cfa7a0f المشغل الجزئي:#n يختلف عن أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا ويوفر المزيد من الإمكانيات
 #cfa7a0fالنص الجزئي:#nمختلف من أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا
  ملاحظة: إذا كان هذا المكون الإضافي قد استخدم المشغلات أو البرامج النصية المضمنة ، فيمكنك النقر فوق مفتاح الإصدار الجديد في الزاوية اليمنى العليا من المشغل الجزئي أو شريط خيارات البرنامج النصي الجزئي للعودة إلى المشغلات والبرامج النصية المضمنة القديمة للتعديل ولكن النسخة القديمة لا تدعم المحتوى الجديد ، يرجى تفهم ذلك."
19996,تعديل المكون الاضافي للوصفات
19997,"المكون الاضافي للوصفة:
 1. يتوفر المكون الاضافي للوصفة لبعض المنتجات والكتل والمكونات الإضافية للمنتجات.
 2. انقر فوق ""لا توجد حاجة إلى صندوق أدوات"" ، ثم يمكن إعداد الوصفة في واجهة حقيبة الظهر.
 3. نوع الوصفة يتوافق مع المنتج المصنوع في صندوق الأدوات.
 4. الإنتاج هو كمية المنتج الذي يتم إنتاجه عند اتباع وصفة المكون الاضافي.
 5. يمكن اختيار 6 منتجاتكحد أقصى كوصفة صياغة لكل منتج.
 
 #cfa7a0f المشغل الجزئي:#n يختلف عن أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا ويوفر المزيد من الإمكانيات
 #cfa7a0fالنص الجزئي:#nمختلف من أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا
  ملاحظة: إذا كان هذا المكون الإضافي قد استخدم المشغلات أو البرامج النصية المضمنة ، فيمكنك النقر فوق مفتاح الإصدار الجديد في الزاوية اليمنى العليا من المشغل الجزئي أو شريط خيارات البرنامج النصي الجزئي للعودة إلى المشغلات والبرامج النصية المضمنة القديمة للتعديل ولكن النسخة القديمة لا تدعم المحتوى الجديد ، يرجى تفهم ذلك."
19998,تعديل المكون الاضافي للصهر
19999,"المكون الاضافي للصهر:
 1.دعم مواد الانصهار والعناصر المنتجة بعض العناصر والكتل والمكونات الإضافية للعناصر.
 2. قم بتشغيل [قابل للاحتراق] لإعداد مواد الصهر كوقود للصهر. وقت الصهر هو المدة اللازمة لصهر العنصر.
 ملاحظة: إذا تم تشغيل [قابل للاحتراق] ولم يتم إعداد العناصر المنتجة ، فإن مادة الصهر تستخدم فقط كوقود.
 يستغرق وقتًا ثابتًا 10 ثوانٍ لصهر العناصر.
 
 #cfa7a0f المشغل الجزئي:#n يختلف عن أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا ويوفر المزيد من الإمكانيات
 #cfa7a0fالنص الجزئي:#nمختلف من أداة المطور ، المشغل الجزئي مخصص فقط للحدث الذي يتم تشغيله بواسطة حدث المكون الإضافي هذا
  ملاحظة: إذا كان هذا المكون الإضافي قد استخدم المشغلات أو البرامج النصية المضمنة ، فيمكنك النقر فوق مفتاح الإصدار الجديد في الزاوية اليمنى العليا من المشغل الجزئي أو شريط خيارات البرنامج النصي الجزئي للعودة إلى المشغلات والبرامج النصية المضمنة القديمة للتعديل ولكن النسخة القديمة لا تدعم المحتوى الجديد ، يرجى تفهم ذلك."
20101,نصائح للمطورين
20102,وصلت درجة ائتمان المطوِّر إلى@1نقطة ، وتمت ترقيتك بنجاح إلى@2 مطور، بموجب هذا الإخطار. تهانينا
20103,بسبب انتهاكات اللوائح ، انخفضت نقاط ائتمان المطور الخاصة بك إلى@1 ، وتم تخفيض رتبتك إلى Lv@2 مطور. يرجى الانتباه.
20104,صغير
20105,ستاردست الصغير. المستوى الأول
20106,نيبولا صغير. المستوى الثاني
20107,جامبو ستيلار. المستوى الثالث
20108,العملاق الأحمر. المستوى الرابع
20109,عملاق ضخم. المستوى 5
20110,مستعر أعظم. المستوى 6
20111,الثقب الاسود. المستوى 7
20112,مطور
20113,مدخل مختصر
20114,يصبح مطورا
20115,مكتبة الكائنات
20116,مكتبة المكونات الاضافية
20117,مركز الموارد
20118,المشغل
20119,النص
20120,اعدادات المتجر
20121,شريط أدوات الوصول السريع
20122,(انقر لتبديل جميع الأدوات في شريط أدوات الوصول السريع)
20123,انشاء نموذج
20124,البناء السريع
20125,تصميم الدوائر الكهربائية
20126,تصميم اللعب
20127,دليل المطور
20128,تم تبديل شريط أدوات الوصول السريع إلى أدوات صنع النماذج الشائعة
20129,تم تبديل شريط أدوات الوصول السريع إلى أدوات الإنشاء الفوري
20130,تم تبديل شريط أدوات الوصول السريع إلى ادوات صنع النماذج الشائعة
20131,تم تبديل شريط أدوات الوصول السريع إلى أدوات تصميم الدوائر الشائعة
20132,أدوات المعلومات المكتشفة (مخطط ، أوراق ، إلخ) في شريط أدوات الوصول السريع ، تابع لتبديل جميع الأدوات في شريط أدوات الوصول السريع
20133,مطور معتمد
20134,الغاء
20135,مطور
20136,موارد النموذج
20137,موارد المشغل
20138,لم يتم تنشيط عدد X من المشغلات
20139,أعد تشغيل الخريطة
20140,يتطلب مورد النشر تحميله على الخادم. تم اكتشاف أن المورد لم يتم تحميله ، سنشرع في تحميل المورد على الخادم.
20141,يتطلب مورد النشر نقله إلى المكتبة الرئيسية وتحميله على الخادم. سنشرع في نقل الموارد إلى المكتبة الرئيسية وتحميلها على الخادم.
20142,#c0aaa1a@1#c657476 المستندات (بما في ذلك التنزيلات)
20143,نافذة ادوات المطور
20200,استكشاف
20201,لا يمكن وضع سرير على نجمة العين اللطيفة
20202,جهاز استخلاص الأكسجين
20203,بعد إضافة مواد الوقود والأكسجين ، يبدأ استخلاص الأكسجين
20204,بعد امتلاء خزان الأكسجين ، سيستمر في الاستهلاك ويخلق منطقة آمنة
20205,بحاجة الى وقود الصواريخ
20206,مرحبًا بك في نجمة العين اللطيفة
20207,"#c3f4f4f الكائن الفضائي خطير جدًا ، كيف تعيش في بيئة تعاني من نقص الأكسجين؟#n
 #c3f4f4f جمع فاكهة الأكسجين ، وإنشاء منطقة أكسجين ، وجمع رسومات الوصفات ، وصنع حقيبة ظهر أكسجين ...#n
 #c3f4f4f انتبه! إعادة الولادة ستعود إلى السطح!##nr
  #cfa7a0fكن شجاعًا واستكشف!#n"
20208,@self يرجى الانتباه إلى استهلاك الأوكسجين
20209,طوطم خشب الخوخ لا يمكنه الوقوف على الحصان!
20210,نصيحة: لا تشارك المعلومات الشخصية الخاصة
20211,هذا غير متاح لك وفقًا لعمرك.
20212,أدخل 6 حروف على الأقل
20213,ورشة ميني ستار
20214,رسوم متحركة
20215,الانماط
20216,كلاسيكي
20217,مفعم بالطاقة
20218,وضعية الدخول
20219,المشي
20220,الجلوس
20221,اللعب بهدوء
20222,الرقص
20223,حفظ
20224,الحفظ في الملابس المملوكة
20225,لم يتم حفظ الملابس بعد ، هل أنت متأكد من الخروج؟
20226,قم بالخروج من الحفظ الحالي للدخول إلى مدرج ميني ستار
20227,التحكم فيcfa7a0f#تدوير الشخصية التقريب#n، انقر فوق الشخصية للتفاعل
20228,انقر لفتح متجر الملابس، واستخدم الملحقات في معرض يمكنك صنعه بنفسك #cfa7a0fلارتدائها#n！
20229,انقر وانتقل إلى قائمة الرسوم المتحركة، اجعل شخصيتك#cfa7a0تتحرك#n！
20230,انقر وانتقل إلى قائمة الأنماط ، يمكنك اختيار نمط الملابس المفضلة لديك#cfa7a0f #n！
20231,أخيرًا#cfa7a0 تذكر حفظ#n！ يمكنك مشاركتها مع الأصدقاء！
20232,ملابس النجوم المصغرة
20233,(يرجى التحميل يدويًا. يمكن استخدامه بعد اجتياز المراجعة)
20234,مدرج ميني ستار
20235,الصورة الرمزية المخصصة للواقع المعزز ممتلئة ، يرجى حذف بعضها ثم دخول مدرج ميني ستار
20236,يرجى وضع الحد الأسود للرسم في إطار الكاميرا
20237,لاستخدام ورشة عمل ميني ستار ، تحتاج إلى تمكين إذن الكاميرا في ميني وورلد
20238,ادخال
20239,شاغر#c0aaa1a ×@1
20240,امتنان
20241,موجة
20242,خطوات إنشاء مدرج ميني ستار
20243,اذهب وقم بتنزيل بطاقة الرسم الرسمية #L #cffda0a #n تحقق من البرنامج التعليمي
20244,طباعة بطاقة الرسم على ورق بحجم A4 انقر #L#cffda0a لحفظ بطاقة الرسم في الألبوم#n
20245,استخدم أداتك وارسم تصميمات ملابس
20246,قم بتضمين الحد الأسود لبطاقة الرسم في إطار الكاميرا
20247,لا تقم بتذكيري مجددا
20248,افتح الكاميرا
20249,اعد التقاط الصورة
20250,تفكير
20251,بكاء
20252,غاضب
20253,سعيد
20254,سقط
20255,وضعية
20256,هل أنت متأكد من العودة إلى الكاميرا؟
20257,جعلها اكثر وضوحا
20258,ثلاثي الابعاد
20259,@Null@
20260,@Null@
20261,@Null@
20262,@Null@
20263,@Null@
20264,@Null@
20265,@Null@
20266,@Null@
20267,@Null@
20268,@Null@
20269,@Null@
20270,@Null@
20271,@Null@
20272,@Null@
20273,@Null@
20274,@Null@
20275,@Null@
20276,@Null@
20277,@Null@
20278,@Null@
20279,@Null@
20280,@Null@
20281,@Null@
20282,@Null@
20283,@Null@
20284,@Null@
20285,@Null@
20286,@Null@
20287,@Null@
20288,@Null@
20289,@Null@
20290,@Null@
20291,تسجيل نقاط
20292,تفوق على@1% من اللاعبين
20293,تلوين
20294,يتم إنشاء كل محتوى التصوير بحرية بواسطة اللاعبين ولا علاقة له بمشغلي اللعبة
20295,حفظ الصورة
20296,تم الحفظ
20297,الصورة لا تفي بالمتطلبات ، أعد التقاطها
20298,تفاصيل
20299,مجموعة
20300,حفظ بطاقة الرسم في الألبوم
20301,رمز استرداد غير صالح
20302,رمز الاسترداد مستخدم
20303,انتهت صلاحية رمز الاسترداد
20304,لديك هذه الملابس، لا تطالب بشكل متكرر
20305,تهانينا على فتح روبي وأزور كاميليوني. سوف يرسل لك ميني كابتن الحرباء كهدية!
20306,فشل التنزيل
20307,تم التنزيل بنجاح والحفظ في الالبوم
20308,استرداد الملابس
20309,قيد المراجعة
20310,انتهاك
20311,يُشتبه في أن صورة اللباس تنتهك القواعد ، هل تريد حذفها؟
20312,في الوقت الحالي ، يتم دعم إصدار الهاتف المحمول فقط
20313,غير قادر على المشاركة حتى تنجح المراجعة
20314,ورشة ميني ستار (تم تصويرها بواسطة بطاقة الرسم)
20315,ورشة ميني ستار (تصوير خطوة بخطوة)
20316,لا توجد رسومات؟
20317,الوحدة: سم
20318,وفقا لنصائح الحجم، أرسم الجلد الذي يمكنك صنعه بنفسك على أي ورقة بيضاء، وارسم الجلد بأقلام تلوين خشبية، #L#cfa7a0f اعرض البرنامج التعليمي التفصيلي للتصوير خطوة بخطوة#n
20319,cffda0a #رأس#nرسم
20320,جسم#cffdaمقدمة#nرسم
20321,جسم#cffda0aخلف#nرسم
20322,استخدم التصوير خطوة بخطوة ، وقم بمحاذاة إطار الكاميرا مع منطقة الرسم المقابلة ، وقم بالتصوير خطوة بخطوة ، وقم بإنشاء نموذج
20323,التقط صورة لبطاقة الرسم
20324,التصوير خطوة بخطوة
20325,قم بتضمين الحد الأسود لمنطقة الرسم داخل الكاميرا
20326,قم بمسح رمز الباركود
20327,العودة
20328,لا يوجد معاينة
20329,معاينة الرأس
20330,معاينة الجسم الأمامي
20331,الرأس
20332,الجسم الأمامي
20333,الجسم الخلفي
20334,انهاء المعاينة
20335,ستتم مراجعة الفستان ذو النجمة الصغيرة قريبًا (لا يمكنك استخدامه إلا بعد اكتمال المراجعة ليكون مرئيًا على الإنترنت)
20336,الرجاء وضع رمز الباركود في المربع
20337,تحميل
20338,تعليمات التحميل
20339,"#cfa7a0fالتحضير قبل التحمية #n
  قم بتنزيل بطاقة الرسم الرسمية وأكمل العمل في منطقة الرسم ببطاقة الرسم.
  
  #cfa7a0f كيفية تحميل المنتجات النهائية#n
  انقر فوق ""تحميل المنتج النهائي"" ، وابحث عن بطاقة الرسم وحددها في نافذة فتح الملف ، ثم انقر فوق فتح.
  #cef2d2dملاحظة: يجب أن يكون حجم بطاقة الرسومات التي تم تحميلها والبطاقة الرسومية الرسمية متماثلين (ورق قياسي a4).#n
  
  #cfa7a0fمعاينة وحفظ#n
  بعد التحميل ، سيتم عرض عملك في واجهة تعديل تلبيس النجمة.
  بعد الحفظ ، يجب تحميله يدويًا ، وسيكون مرئيًا عبر الإنترنت فقط بعد تمرير الموافقة."
20340,اعادة التحميل
20341,ملاحظة: إذا كانت هناك مشكلة في النموذج الذي تم إنشاؤه ، يرجى التأكد من أن حجم واتجاه بطاقة الرسم طبيعي (للحصول على التفاصيل ، يرجى الاطلاع على#L #cfa7a0f تحميل وصف المنتج النهائي#n)
20342,لم تتم مراجعة المحتوى ولا يمكن استخدامه ، يرجى تحميله يدويًا للمراجعة
20343,لم تتم مراجعة المحتوى ولا يمكن استخدامه. الرجاء التحميل للمراجعة
20344,محتوى غير قانوني. لا يمكن الاستخدام والتعديل
20345,رقص النجوم
20346,رقص النجوم
20347,ملابس النجوم
20348,ملابس النجوم
20349,ورشة العمل خاصتي
20350,ترقبوا المزيد
20351,الاعدادات
20352,التأثيرات الديناميكية
20353,عرض رقص النجوم
20354,قم باختيار الملابس
20355,اختر عملا
20356,#cffffffمن فضلك اعرض عملك أمام الكاميرا الخلفية#n
20357,#cffffff اعمالك من فضلك #cfa7a0f@1#naسجل#nn
20358,#cffffffالانتقال إلى الإجراء@1#n
20359,#cffffff بدء التسجيل L#n
20360,التسجيل بفاصل زمني (5 ثوانٍ)
20361,إدارة النموذج(@1/3
20362,مقدمة رقص النجوم
20363,"يستخدم رقص النجوم قدرات التعرف على العظام البشرية لمطابقة الحركات البشرية الواقعية مع الشخصيات الملبسة.
 يحتاج اللاعب فقط إلى إظهار الجسم البشري أمام الكاميرا ، ويمكن للشخصية التي تظهر على الشاشة أن تتطابق مع تصرفات اللاعب في الوقت الفعلي.
 يمكن للاعبين أيضًا تسجيل الافعال وحفظها للاستخدام."
20364,"مرحبًا بكم في ورشة ميني ستار! تستخدم ورشة ميني ستار العديد من تقنيات الواقع المعزز لربط العالم المصغر بالعالم الحقيقي.
 هنا يمكنك تجربة اللعب الأكثر حداثة وإثارة للاهتمام. يمكنك حتى استخدام ورشة ميني ستار لتفسير كل فكرة وقصة مثيرة للاهتمام!"
20365,【رقص النجوم】
20366,لقطة واحدة
20367,لقطة مزدوجة
20368,دع الشخصيات التي ترتدي الملابس تتأرجح معك وسجل أفعالك الحصرية!
20369,برنامج تعليمي مفصل
20370,L#لا تستطيع اللعب؟n#
20371,#cef2d2dانتبه: يرجى الانتباه إلى الأشخاص أو الأشياء من حولك أثناء استخدام الوظيفة. كن حذرا!
20372,الهاتف عمودي على الأرض
20373,المسافة 1-2 متر
20374,تطبيق الافعال
20375,تعليمات تطبيق الافعال
20376,"#cfa7a0fما هو تطبيق الافعال؟#n
 استخدم تطبيق الافعال لتغيير افعال النموذج.
 يستخدمه اللاعبون ويدخلون اللعبة. سيتم استبدال الافعال (بما في ذلك: الوقوف ، الركض ، الاستلقاء ، الهجوم ، الهزيمة ،التعرض للهجوم).
 
 #cfa7a0fما الأشكال التي تدعم تطبيق الافعال؟#n
 الصور الرمزية@1 (ستتوفر المزيد من الأشكال للإصدار الأحدث)"
20377,مجموعة الافعال (تطبيق الافعال)
20378,اسم الفعل
20379,#cffffff@1@2#nاضبط كفعل #cfa7a0f@3#n
20380,تم الحفظ بنجاح
20381,حفظ بنجاح. تحقق في معرض الموارد
20382,الفعل الأساسي
20383,الرموز الانفعالية
20384,الحفظ ك
20385,L#cffffff#مورد
20386,يمكن صياغة فعل واحد على الأقل للحفظ
20387,اسم المورد (مجموعة الافعال)
20388,نموذج بشري قياسي
20389,نموذج بشري عام
20390,يمكن استخدام الحركة التي تقوم بها هذه العظمة في رقص النجوم
20391,سيتم حفظ مجموعة الافعال في مركز الموارد. لن يتم حفظ الفعل الافتراضي في مجموعة الافعال
20392,يمكنك حفظ مجموعة الافعال في مركز الموارد
20393,#L#cfa7a0 fحفظ تركيبة الفعل
20394,إنشاء نموذج بشري قياسي
20395,تحميل الفعل
20396,حفظ الفعل
20397,#cfa7a0f@1#nسيتم حفظ الفعل في مركز الموارد
20398,مركز النماذج
20399,مركز الافعال
20400,مركز الخرائط
