id,越南语
21054,Game là một thế giới giả định. Vui lòng không bắt chước/làm theo những hành vi trong game để đảm bảo sự an toàn cho bạn.
21055,Game là một thế giới giả định. Vui lòng không bắt chước/làm theo những hành vi trong game để đảm bảo sự an toàn cho bạn.
21056,@Null@
21057,@Null@
21058,@Null@
21059,Chỉ sử dụng Trang web chính thức được công nhận và đề phòng các trang web giả mạo và không đăng nhập vào những trang đó.
21060,"Chỉ liên lạc với các kênh Dịch vụ khách hàng chính thức được công nhận, đề phòng những kẻ lừa đảo và không thực hiện bất kỳ chuyển tiền nào."
21061,@Null@
21062,@Null@
21063,@Null@
21064,@Null@
21065,@Null@
21066,@Null@
21067,@Null@
21068,@Null@
21069,@Null@
21070,@Null@
21099,@Null@
21100,Máy Thu Tín Hiệu Đỏ
21101,Máy Thu Tín Hiệu Lam
21102,Máy Thu Tín Hiệu Xanh
21103,Máy Thu Tín Hiệu Vàng
21104,Máy Thu Tín Hiệu Cam
21105,Máy Thu Tín Hiệu Tím
21106,Máy Thu Tín Hiệu Đỏ
21107,Máy Thu Tín Hiệu Lam
21108,Máy ThuTín Hiệu Xanh
21109,Máy Thu Tín Hiệu Vàng
21110,Máy Thu Tín Hiệu Cam
21111,Máy Thu Tín Hiệu Tím
21112,Máy Phân Tích Tín Hiệu Đỏ
21113,Máy Phân Tích Tín Hiệu Lam
21114,Máy Phân Tích Tín Hiệu Xanh
21115,Máy Phân Tích Tín Hiệu Vàng
21116,Máy Phân Tích Tín Hiệu Cam
21117,Máy Phân Tích Tín Hiệu Tím
21118,Máy Phát Tín Hiệu
21119,Máy Thu Tín Hiệu
21120,Máy Phân tích Tín Hiệu
21121,Điểm Hồi Sinh Chung
21122,Đội 1: Điểm hồi sinh của đội Đỏ
21123,Đội 2: Điểm hồi sinh của đội Xanh Lam
21124,Đội 3: Điểm hồi sinh của đội Xanh Lá
21125,Đội 4: Điểm hồi sinh của đội Vàng
21126,Đội 5: Điểm hồi sinh của đội Cam
21127,Đội 6: Điểm hồi sinh của đội Tím
21128,Điểm Hồi Sinh Chung Ban Đầu
21129,Đội 1: Điểm hồi sinh ban đầu của đội Đỏ
21130,Đội 2: Điểm hồi sinh ban đầu của đội Xanh Lam
21131,Đội 3: Điểm hồi sinh ban đầu của đội Xanh Lá
21132,Đội 4: Điểm hồi sinh ban đầu của đội Vàng
21133,Đội 5: Điểm hồi sinh ban đầu của đội Cam
21134,Đội 6: Điểm hồi sinh ban đầu của đội Tím
21135,"Map này đã gỡ, không thể sử dụng Tiệm trong Map"
21136,"Tiệm trong Map đã khóa, không thể mua, hãy liên hệ tác giả hoặc update Tiệm"
21137,"Vật phẩm cần lưu vượt quá dung lượng tối đa được cài đặt, không thể lưu"
21138,"Giá vật phẩm vượt quá hạn mức đã được cài đặt, không thể lưu"
21139,Level Vườn đạt cấp @1 mới có thể sử dụng
21140,"Map chưa được tải lên, không thể lưu cửa hàng"
21200,Khối Tạo Sinh Vật
21201,Cài đặt số lượng
21202,Số lượng tạo ra mỗi lần
21203,Giới hạn số lượng tối đa
21204,Chỉnh giới hạn
21205,Chỉnh cao độ
21206,Chỉnh thời gian
21207,Thời gian của lượt tạo Sinh Vật Mới
21208,Số lượng phát hiện
21209,"Khi số lượng phát hiện được cài đặt, Khối Tạo Sinh Vật sẽ phát hiện số Sinh Vật được tạo ra trong phạm vi cài đặt trước đó."
21210,"Giới hạn số lượng sinh vật trong phạm vi cài đặt. Nếu số lượng của sinh vật vượt quá số lượng cài đặt, Khối Tạo Sinh Vật sẽ không tạo thêm sinh vật được nữa."
21211,Nhận tất cả
21212,Đính kèm:
21213,Nhận tất cả các tệp đính kèm
21214,Thức Ăn Gia Súc
21215,vật liệu XD
21216,Nội Thất
21217,Đồ Trang Trí
21218,Đặc Biệt
21219,Cơ Bản
21220,Nguyên Liệu
21226,"Không có dữ liệu nào, click nút bên dưới để tạo map mới"
21227,Skin giới hạn
21228,Bạn chưa thêm plugin nào
21229,Bạn có chắc bạn muốn xóa những skin DIY đã chỉnh này? 
21230,Chỉnh skin DIY
21231,Chưa đặt tên
21232,MỚI!
21486,@Null@
21487,Các đồ vật trong túi bị cấm【#cff3d2b@1#n không thể vận chuyển.
21488,"Không có đồ vật nào【#cff3d2b@1#n】@2, không thể vận chuyển."
21489,Đội này không đạt yêu cầu vận chuyển. Không thể vận chuyển.
21490,Điểm dịch chuyển【#cff3d2b@1#n chưa được kích hoạt. Không thể dịch chuyển. 
21491,Hãy chọn điểm dịch chuyển đến
21492,Bạn đã tới nơi.【#cff3d2b@1#n】
21493,Cài đặt chưa được lưu. Bạn có thực sự muốn đóng?
21494,Vận chuyển thất bại!
21495,Đã thêm tuyến vận chuyển
21496,Không thể thêm tuyến vận chuyển
21497,Không có điểm dịch chuyển đến
21498,Không đội nào có thể qua.
21499,Tên này đã được sử dụng rồi.
21500,Điểm đầu
21501,#LChú ý
21502,#LXem điểm chưa kích hoạt
21503,Có thể vận chuyển:
21504,Sẽ tốn:
21505,Đồ Bị Cấm Vận:
21506,Đội Cận Chuyển:
21507,Trạng thái:
21508,Thêm điểm đến
21509,Sửa dịch chuyển
21510,Chi tiết
21511,Tóm tắt
21512,Chọn điểm dịch chuyển
21513,Không cần thiết
21514,Không bị hạn chế
21515,Luật Dịch Chuyển
21516,Điểm Kiểm Soát Đội
21517,#LĐiểm Kiểm Soát Đội
21518,Đội Dịch Chuyển
21519,Kiểm Tra Vật Phẩm
21520,#L Để dịch chuyển cần
21521,#L Đồ bị cấm vận chuyển
21522,Bạn có chắc bạn muốn xóa 
21523,Điểm Dịch Chuyển
21524,Click để sửa chú thích
21525,Chọn vật phẩm
21526,Có tốn đồ để vận chuyển hay không? 
21527,Vận Chuyển
21528,Thông báo khi đến điểm vận chuyển
21529,"Sau khi bật lên, hiển thị tất cả các điểm vận chuyển đã được kích hoạt khi lựa chọn các điểm vận chuyển. Tắt đi để ẩn các điểm vận chuyển đã kích hoạt. "
21530,"Sau khi bật lên, chỉ có những đội đã được cài đặt có thể sử dụng điểm vận chuyển. Tắt đi để cho phép tất cả các đội được vận chuyển. "
21531,"Sau khi bật lên, chỉ có những đồ vật đã được cài đặt trong túi có thể được chuyển qua điểm vận chuyển"
21532,"Sau khi bật lên, các đồ vật bị cấm vận chuyển trong túi sẽ không thể được vận chuyển qua. "
21533,@Null@
21534,@Null@
21535,@Null@
21536,@Null@
21537,@Null@
21538,@Null@
21539,@Null@
21540,@Null@
21541,@Null@
21542,@Null@
21543,@Null@
21544,@Null@
21545,@Null@
21546,@Null@
21547,@Null@
21548,@Null@
21549,@Null@
21550,@Null@
21551,@Null@
21552,@Null@
21553,@Null@
21554,@Null@
21555,@Null@
21556,Tên tài khoản:
21557,@Null@
21558,@Null@
21559,@Null@
21560,@Null@
21561,Sự kiện
21562,大山的琴声
21563,"孩子们在烈日下排起了整齐的长队。他们看起来很腼腆，眼睛里闪着喜悦的光。来自各地的爱心礼物纷纷被急切的孩子们打开，很快操场上便此起彼伏地响起了稚嫩的口琴声，空气中伴随着风声传来了欣喜的气息。
  以志愿者的身份来到这片土地之前，我一直想象不到自己与这里的孩子们生活环境如此截然不同。这里的人们凭借着自己的双手努力生活着，孩子们红扑扑的脸上也写满了坚定。
  在一片琴声笑声中，有个光着脑袋的小男孩跑过来对我轻声说了句“谢谢”。他咧着嘴告诉我，他想好好念书，长大后去更远的地方，看看外面的世界。我看着他的双眼，身体的疲惫也烟消云散。像他这样的小孩有很多，我可能无法帮助到他们中的大多数人，但只要能让一个孩子露出笑容，一切努力都值得了。"
21564,彩色的自白
21565,我是一个“魔法师”。我能用自己的身体，涂抹出世界上最鲜艳美丽的色彩。我的出生，伴随着许多人爱心的凝聚。这些互不相识的人们，送来了许许多多像我一样的小伙伴。我们来到这里的使命，就是奉献出他们的一片热忱。  有一天，我和我的小伙伴们都被放进了一个精致的“小房子”里，经历了万里旅途，来到了遥远陌生的山区。在这里，我们被陈列在一群衣着朴素，眼睛里却有着星光的孩子们面前。很快，我有了新朋友，一位扎着马尾辫的、脸上红扑扑的小女孩。她牵着我的手，在白纸上描绘出了我见过最好看的画作。小女孩看着我，再看看自己的作品，开心地笑了起来。  在这个瞬间，我才意识到，她的笑容才是世界上最美的色彩。
21566,小小的异世界旅人
21567,"一年前，我家附近来了位陌生的朋友。它身材小小的，身体深深地扎进砂土里。我每天都会去原野里看他。它告诉我，它来自另一个世界，那里有很多跟它一样的兄弟姐妹们，与它一起旅行到了这里。
  很快，它的兄弟姐妹们也来了，小小的绿色脑袋站满了整片土地。我对它们的世界很好奇，每次过来都会问很多的问题。它们给我讲了好多奇妙生物的传说，我也跟它们讲了很多的故事，关于我、关于朋友、关于我生活的这片土地。它们会留在这里，一起让这里变得更加生机勃勃。
  看着它们一天天地长高，我心里特别高兴。它们说自己很快就能比我还高了。哼，我也在长高，才不会输给它们呢。"
21568,梦境中的华尔兹
21569,今天的梦，是一个开心的梦。在梦中，我跳起了最爱的舞，周围绽放了漫山遍野的粉红色樱花，散发着迷人的香味。我很喜欢这里，因为这儿有我的梦。  我喜欢跳舞，喜欢舞蹈时自由自在的感觉。可我却没有一双属于自己的舞鞋，直到我遇见了一群美丽的大哥哥大姐姐。  哥哥姐姐们来自很遥远的地方，他们给我们带来了希望。看着大家脸上洋溢的笑容，我仿佛也找寻到了希望。  “我想当舞蹈家！”，我坚定地看着哥哥姐姐们。  有一个大哥哥走过来摸了摸我的头。  “哥哥帮你实现这个愿望！”说完，他便递给了我一双红色的舞鞋。  我太开心了。双手捧过鞋子的时候，我感觉离梦境中的自己越来越近了。  我的希望，我的梦想，我的未来，我来了。
21570,星星的笑脸
21571,今天是一个美妙的夜晚，大山寂静地沉睡着，只有树林里传来轻轻的鸟叫声。我抬起头看着天空，看到了天上的点点繁星，它们仿佛在对着我微笑，这让我不禁想起来那群人。  听老师说，有一群从很遥远的地方来的大哥哥大姐姐，给我们带来我们需要的东西。我高兴极了。他们就像天上的星星一样，带着笑脸，给需要帮助的人们带来希望。  一颗星星的力量，是微不足道的，可是漫天的星星，却拥有巨大的能量。  我希望我长大了也能成为像他们一样的人，就像天上的星星一般，带着笑容的力量，一直闪耀下去。
21572,我最喜欢的东西
21573,"奶奶总说我把废纸浪费了
 留着还能擦鼻涕呢
 哼，其实我是要把他们变成我最喜欢的东西
 全都保护起来
 千纸鹤
 大飞机
 长钢琴
 小帆船
 还有两三颗星星
 但它们好久都没再新增成员了
 好像是奶奶把所有的废纸都藏起来了吧"
21574,迷梭梭与安吉洛斯 Ⅰ
21575,"清晰地记得她当时说“在来到阿拉善之前，我从未看过如此湛蓝的天空，也未看过晚上八九点还不下山的太阳，更从未见过一望无际的黄土与荒漠……”然后我好奇地问她外面的世界长什么样的？我听着她将外面世界的美好娓娓道来……
  后来我们一起在这片荒芜中挖坑，种上一株一株梭梭树，并在树林中立了一块标志牌。她一直非常担心，这些梭梭树苗在这么恶劣的环境中，它们能存活下来吗？荒漠能再现生机吗？哈哈哈，最后还是由我来安抚她焦灼不安的心情呢。在离开之前，她拿出相机，拍下这一片黄土和我们满带笑容充满希望的瞬间。
  哦对了，忘了告诉你，她是安吉洛斯，是一名爱心志愿者，嘻嘻。"
21576,迷梭梭与安吉洛斯 Ⅱ
21577,"前几天我翻看日记的时候，翻出那张与迷梭梭在阿拉善合影的照片，背景看上去满目荒凉，再次勾起了我对梭梭树苗的担心。我终于按捺不住内心的冲动，想亲眼去看一看那片土地上的梭梭树苗，它们还在吗？还是绿油油的样子吗？
  又是迷梭梭带我来到阿拉善。哇！眼前的一切我简直不敢相信，这一片曾经的荒漠，现在远远望去已经泛起了绿色，除了当时种下的梭梭树，竟然还有稀疏的野草。我直觉反应是来错了地方，直到看见不远处那块我们亲手安放的标志牌。算起来，距离我们上次来阿拉善才半年多而已，这里的主色调竟然从土黄变成了青黄相接。我无法形容内心的震撼，于是站在同样的位置，我们又拍了一张照片。"
21578,美好的祝福
21579,今天看到了一篇文章《多亏中印，地球比20年前更绿了》里面说“过去20年来地球新增绿化面积相当于整个亚马逊雨林覆盖的面积”，我又想起了我们在阿拉善种下的梭梭林，心中无比骄傲和自豪，阿拉善的梭梭树苗已经长高，它们改善了阿拉善的生态环境。  这一切都要感谢在迷你世界里参加公益的可爱孩子们，真心地祝愿你们永远健康、快乐成长！也感谢那些为了公益而贡献己力的人们，因为有了你们，这个世界才变得更加可爱、美好。
21580,@Null@
21581,@Null@
21582,Ghi điểm bằng cách nhuộm
21583,胡胡
21584,牛牛
21585,包包
21586,小白
21587,小茜
21588,小康
21589,迷梭梭
21590,安吉洛斯
21591,Vận chuyển sẽ tốn【#cff3d2b@1#n】@2
21595,Tác giả tạm thời chưa mở Tiệm
21596,Đã vượt quá giới hạn mua trong ngày
21597,Mua thất bại! Map này không tồn tại
21598,Mua thất bại! Hãy thử lại sau!
21599,Mua thất bại! Dữ liệu thẻ thông hành này không đúng! 
21600,Mua thất bại! Vượt quá thời hạn thẻ tối đa
21601,Mua thất bại! Dữ liệu Map này không đúng
21602,Mua thất bại! Hiện tại không hỗ trợ mua thẻ thông hành tại Tiệm này!
21603,"Thời gian hiệu lực của thẻ không thể dài hơn thời hạn thẻ, vui lòng cài đặt lại!"
21604,"Mở phòng thất bại, vui lòng mua Thẻ thông hành"
21605,Chúc mừng bạn! Bạn đã mua thành công Thẻ thông hành
21606,"Bạn sẽ tiêu một số xu để mua Thẻ Thông Hành, sau khi mua thẻ bạn sẽ nhận được các quyền đặc biệt tại Map này! Bạn chắc chắn mua chứ? "
21607,"Giá giảm không thể lớn hơn giá gốc, vui lòng cài đặt lại"
21608,Vật phẩm
21609,Lưu thông tin Tiệm thành công
21610,@1 ngày
21611,Không
21612,Hãy chọn các nhãn Tag bên dưới
21613,Tiệm chọn đồ
21614,Chọn loại tiền hàng dưới đây
21615,Còn @1 ngày
21616,Chỉ hỗ trợ sử dụng khi kết nối mạng
21617,"Bạn thân mến! Bạn sẽ cần phải có  #cfa7a0fThẻ thông hành#n và #c0aaa1a xem quảng cáo#n hoặc #c0aaa1a tiêu Xu Mini#n, sau khi mua sẽ có hiệu lực! Bạn chắc chắn mua chứ?"
21618,Giới hạn số lượng mua mỗi ngày
21619,Thời gian hiệu lực
21620,Thời gian hiển thị gợi ý mua
21621,Thời hạn thẻ thông hành
21622,Giá bán
21623,#L Thời gian bán
21624,"Khi thời gian bán kết thúc, Vật phẩm của bạn sẽ bị gỡ xuống nhưng bạn có thể đăng bán lại"
21625,Thêm Tag
21626,Loại tiền
21627,Giá gốc
21628,Bạn đã dùng hết số lượt xem
21629,Đề xuất
21630,HOT
21631,Giới hạn
21632,Giảm giá
21633,#LGiá đã giảm
21634,"Sau khi đã cài đặt giảm giá, sản phẩm sẽ được tính theo giá đã giảm"
21635,#LThời hạn giảm giá
21636,"Sau khi hết thời hạn giảm giá, các sản phẩm sẽ trở về giá gốc"
21637,Thời gian bán
21638,"Quyết định thời gian vật phẩm của bạn sẽ được bán trong cửa hàng. Sau khi thời gian kết thúc, người chơi không thể mua lại."
21639,Quảng Cáo
21640,Nhận miễn phí
21641,#LQuảng cáo
21642,"Khi bật chức năng xem Quảng cáo, bạn có thể thông qua việc xem Quảng cáo #cfa7a0f nhận được các phần quà hấp dẫn#n, bạn cũng có thể kiếm được #cfa7a0f tiền từ nó#n."
21643,Chọn hiện ngôn ngữ【#cff3d2b@1#n】thất bại
21644,Chọn hiện ngôn ngữ【#c5aea0a@1#n】thành công
21645,Cài đặt ngôn ngữ hiển thị
21646,Sửa lại bản dịch đã có?
21647,Ngôn ngữ
21648,"#cfa7a0fHỗ trợ dịch ngôn ngữ dùng để làm gì?#n#rKhi bạn sử dụng hỗ trợ dịch, một nút sửa bản dịch sẽ hiển thị ở tất cả các nơi có chữ trong map. Click và nút đó để dịch bất kỳ ngôn ngữ nào.#r Khi những người khác vào map, họ có thể lựa chọn sử dụng chơi map với ngôn ngữ được người tạo map cài đặt."
21649,Ngôn ngữ hỗ trợ
21650,Sửa Bản Dịch
21651,Bản Dịch Hỗ Trợ
21652,Dịch toàn bộ
21653,Văn bản gốc [#cfa7a0f@1#n]
21654,Bản dịch [#cfa7a0f@1#n]
21655,Vượt giới hạn
21656,Trống
21657,"Phát hiện văn bản gốc đã được chỉnh sửa, click XÁC NHẬN để tự động dịch văn bản (#cfa7a0fChú ý:Văn bản gốc sẽ bị sửa lại#n"
21658,Tiệm của @1
21659,Kho Map
21660,Vật phẩm đã mua lưu trong Kho ở góc bên trái phía dưới
21661,Tất cả các vật phẩm đã mua có thể được sử dụng trong bất kỳ kho lưu trữ nào được mở ở Map hiện tại.
21662,Số lượng :
21663,Thông số sản phẩm
21664,Loại tiền
21665,Thêm Tag
21666,Giá bán
21667,Số lượng
21668,Loại tiền
21669,Nhập số lượng giới hạn
21670,Bán chạy
21671,Mới
21672,Chọn Tag
21673,Phiên bản Map không có sẵn
21674,"Túi đã đầy, đã lấy đồ thành công @11món"
21675,Bạn chắc chắn trích xuất @1vào túi hiện tại không?
21676,Xác nhận
21677,Bạn có chắc chắn trích xuất một mục không thể sử dụng vào ba lô trong kho lưu trữ hiện tại?
21678,Mạng không ổn định
21679,Lưu thông tin sản phẩm thành công
21680,Bạn cần được xác minh là Developer để sử dụng chức năng này. Hãy ấn nút để đến trung tâm Developer xác minh ngay
21681,Bạn cần được xác minh là Developer để sử dụng chức năng này.
21682,Xác minh
21683,#c0aaa1a@1#n/@2
21684,Không còn chỗ trống để tạo thêm sách
21685,Đã có sách đang chờ để tách trang
21686,Bảng Tin Nhắn
21687,"Điểm Đến【#cff3d2b@1#n】chưa kích hoạt, không thể vận chuyển"
21688,Sửa
21689,Không Sửa
21690,"Đang dịch, hãy đợi..."
21691,Dịch xong
21692,Quá thời hạn
21693,"Nội dung chưa được lưu, bạn có chắc muốn thoát?"
21694,Tạo Thành Công
21695,Tách Sách Thành Công
21696,Đã đầy
21697,Không có nội dung
21698,Cửa hàng:@1
21699,Tương Tác Mới
21700,Tạo Cửa Hàng
21701,Sửa Cửa Hàng
21702,Cài Đặt Cửa Hàng
21703,Tên Cửa Hàng
21704,Thông Tin Cửa Hàng
21705,Cài Đặt Sản Phẩm
21706,Tên Sản Phẩm
21707,Hàng Có Sẵn:
21708,Thời Gian Bổ Sung:
21709,Yêu Cầu Mua Hàng:
21710,Sản Phẩm Mới:
21711,Cài Đặt Chi Tiết Sản Phẩm
21712,Mua Hàng
21713,Mua Sao
21714,Tiền Tệ
21715,Số Lượng Mua Mỗi Lần
21716,Số Tiền Còn
21717,Bổ Sung Hàng
21718,Thời gian bổ sung:
21719,Còn: @1
21720,Hết Hàng
21721,Mua Sản Phẩm
21722,Số Lượng
21723,Không Đủ Tiền
21724,Điều Kiện Mua: 
21725,Chọn Trang
21726,Chọn Sách
21727,Thời gian mua có hạn
21728,Bỏ bớt skin DIY giới hạn bạn không phải lưu bộ này
21729,Nhận từ sự kiện
21730,Bỏ skin DIY sự kiện bạn không phải lưu bộ này
21731,"Túi đã đầy, mua #cfa7a0f@1#n@2 thành công"
21732,Mua #cfa7a0f@1#n@2 thành công
21733,"Kho đầy, không thể mua"
21734,Bạn có chắc bạn muốn xóa cửa hàng này?
21735,Bạn có chắc muốn khởi động lại cài đặt
21736,Nhập tên vật phẩm
21737,Kết quả tìm kiếm của#cfa7a0f  @1  #n
21738,Không tìm thấy vật phẩm
21739,Nội dung tìm kiếm không được để trống
21740,Tạo Cửa Hàng Thất Bại
21741,Cập Nhật Cửa Hàng
21742,Bật
21743,Tắt
21744,Tầm nhìn
21745,Gần
21746,Vừa phải
21747,Xa
21748,Rất xa
21749,Xa nhất
21750,Kiểu giao diện
21751,Xanh Misra
21752,Vàng Mecha
21753,Xanh Mermale
21754,Túi May Mắn
21755,Vật Phẩm trong túi
21756,Loại
21757,Rơi Cố Định
21758,Điều Kiện Mở
21759,Hãy chọn loại túi may mắn
21760,Rơi Ngẫu Nhiên
21761,#LSố Vật Phẩm Rơi
21762,#LCho Phép Lặp Lại
21763,Số lượng yêu cầu
21764,Cần tốn vật phẩm
21765,Chọn vật phẩm
21766,Xác suất (%)
21767,Thêm vật phẩm
21768,Hãy thêm vật phẩm trong túi
21769,"Xác suất chỉ có thể được lưu khi xác suất rơi là 100%, xác suất hiện tại là @1"
21770,Nhận tất cả các vật phẩm sau
21771,Cần @1 để mở và nhận các vật phẩm sau
21772,Bạn có thể nhận @1 vật phẩm sau
21773,Cần @1 để mở với cơ hội nhận @2 vật phẩm sau
21774,Mở
21775,Xem chi tiết>
21776,Cài đặt vật phẩm
21777,Số lượng mỗi túi
21778,Ủng hộ
21779,Đã ủng hộ 1 khối
21780,Ủng hộ
21781,"Ủng hộ #cfa7a0f@1#n, Map #c0aaa1aĐiểm thưởng+@2#n"
21782,Trả lại ce48100@1#n
21783,Lưu ý: Mỗi map chỉ có thể được ủng hộ trong vòng 30 ngày
21784,Bạn đã tặng khối cho map này rồi
21785,Ủng hộ
21786,Ủng hộ một khối cho map này nếu bạn thích nó
21787,@1 của bạn không đủ. Vào Quà tặng để nhận
21788,Giá trị khối
21789,Gửi Quà Tặng
21790,Cảm ơn sự hào phóng của bạn!
21791,Ủng hộ một khối cho #c0aba1d@1#n map
21792,"#cfa7a0f Ủng hộ là gì? #nỦng hộ một khối khi bạn muốn thể hiện sự yêu thích của mình đối với map. Tất cả các hành động ủng hộ là tự nguyện. #cfa7a0f Điểm thưởng là gì? #nNgười chơi tặng khối để tăng điểm thưởng. Điểm thưởng càng cao, map càng phổ biến. Điểm thưởng tổng của tất cả các map được chia sẻ sẽ được hiển thị tại trang cá nhân. #cfa7a0f Sự khác biệt của việc tặng các khối khác nhau là gì? #nCác khối khác nhau có nghĩa là điểm thưởng khác nhau. Bạn có thể nhận lại quà tặng nếu các khối được tặng được mua bằng xu mini. Tên của bạn sẽ được làm nổi bật trong mục bình luận."
21793,Đánh giá
21794,Ủng hộ ( tăng cơ hội được người sành sỏi nhìn thấy)
21795,Đề cử (map được người sành sỏi đề cử sẽ có nhiều người nhìn thấy)
21796,Bình luận
21797,Rời đi
21798,Mở thất bại
21799,Không đủ vật phẩm để mở
21800,"Túi gần đầy, hãy dọn dẹp bớt"
21801,Chứa
21802,Nhập tên cửa hàng
21803,Nhập giới thiệu về cửa hàng
21804,Đặt số lượng của vật phẩm có thể nhận được sau khi mở
21805,"Mở [Cho phép lặp lại], người chơi sẽ lại nhận được những vật phẩm này dựa trên xác suất đã được cài đặt "
21806,Loại: @1
21807,"Túi May Mắn chưa tổng cộng @1 vật phẩm, mở túi để có cơ hội nhận @2 vật phẩm."
21808,"Túi May Mắn chưa tổng cộng @1 vật phẩm, mở túi để nhận tất cả."
21809,Mở
21810,Không đủ vật phẩm yêu cầu
21811,Cảm ơn bạn đã ủng hộ chủ map
21812,Cảm ơn sự hào phóng của bạn! Sự ủng hộ của bạn là động lực để tôi sáng tạo nhiều thứ tốt đẹp hơn!
21816,Skin giới hạn
21817,Tác giả
21818,Map
21819,Hãy nhập tên tác giả/ Số UID
21820,Hãy nhập tên Map
21821,Lịch sử tìm kiếm
21822,Xác nhận xóa lịch sử tìm kiếm?
21823,Xu hướng
21824,Không có kết quả
21825,@Null@
21826,"Từ khóa quá ngắn, tạm thời không có kết quả"
21827,"Những vật phẩm trong kho ở Map này, có thể sử dụng ở bất kỳ phòng liên thông nào dùng Map này mở phòng"
21828,"Bạn chưa có bất kỳ vật phẩm nào, có thể mua trong Tiệm"
21829,Tiệm trống trơn
21830,"Đặt khối thất bại, Map này chưa chia sẻ"
21831,DS Đen
21832,Xóa
21833,Xóa thành công
21834,Bạn có chắc muốn xóa bình luận này?
21835,Xóa tất cả các bình luận
21836,Bạn có chắc muốn xóa tất cả các bình luận của Trạng thái #c0aaa1a@1(@2)#n ?
21837,Bạn có chắc muốn đưa #c0aaa1a@1(@2)#n vào DS Đen? Người này sẽ không thể bình luận Trạng thái của bạn.
21838,Thêm vào DS đen thành công
21839,"Oh, bạn đã bị chặn bình luận trên bài của  #c0aaa1a@1#n."
21840,Gửi thất bại. Thử lại lần sau nhé!
21841,@1#r đã trả lời @2:
21842,Người chơi này đã ở danh sách đen
21843,Độ sáng
21844,Trạng thái đội trưởng Mini
21845,Thêm Link
21846,Nhập Link
21847,Nhập Link thành công
21848,Chuyển đến Link:
21849,"Nhận thất bại, vui lòng kiểm tra lại mạng"
21850,"Văn bản cần hiển thị
 (T)"
21851,Nhập link địa chỉ kết nối (E)
21852,Xóa hết
21853,Tìm kiếm Map phổ biến
21854,"Hãy thử một kiểu tìm kiếm khác xem sao? Bạn cũng có thể tìm kiếm Tìm theo tên tác giả hoặc tìm ở sảnh liên thông
"
21855,Không có tác giả này
21856,Bạn chỉ có thể tìm kiếm ID chủ của phòng trực tuyến
21857,"Tìm kiếm map, người chơi và phòng"
21858,Hãy thử một từ khóa khác
21859,Kết quả tìm kiếm
21860,Chung
21861,Người chơi
21862,Phòng
21863,Tài nguyên
21864,Tác giả
21865,Map
21866,"Nhập ID người tạo, ID tài nguyên và tên"
21867,@Null@
22000,@Null@
22001,@Null@
22002,@Null@
22003,@Null@
22004,@Null@
22005,@Null@
22006,@Null@
22007,@Null@
22008,@Null@
22009,@Null@
22010,@Null@
22011,@Null@
22012,@Null@
22013,@Null@
22014,@Null@
22015,@Null@
22016,@Null@
22017,@Null@
22018,@Null@
22019,@Null@
22020,@Null@
22021,@Null@
22022,@Null@
22023,@Null@
22024,@Null@
22025,@Null@
22026,@Null@
22027,@Null@
22028,@Null@
22029,@Null@
22030,@Null@
22031,@Null@
22032,@Null@
22033,@Null@
22034,@Null@
22035,@Null@
22036,@Null@
22037,@Null@
22038,@Null@
22039,@Null@
22040,@Null@
22041,@Null@
22042,@Null@
22043,@Null@
22044,@Null@
22045,@Null@
22046,Phần thưởng liên kết:
22047,Liên kết thành công email để nhận phần thưởng
22050,@Null@
23000,@Null@
23001,Tiệm
23002,Vật phẩm này không thể dùng ở phiên bản Map hiện tại. Vui lòng tải phiên bản mới nhất sau đó mua vật phẩm sử dụng
23003,Hãy nhập số
23004,Bạn không thể nhận Vật phẩm này 
23005,Bạn không thể mua Vật phẩm này
23006,"Trùng lặp sản phẩm, hãy chọn lại"
23007,Tên Vật phẩm
23008,"Xu Mini/ Đậu Mini không đủ, thử lại sau nhé!"
23009,Tác giả Map không phải là Lập trình viên
23010,"Mua thành công, thời gian được tự động cộng thêm"
23011,Vật phẩm
23012,Vũ khí
23013,Trang thiết bị
23014,Thực phẩm
23015,Đạo cụ
23016,Vật tư tiêu hao
23017,Khác
23018,Thần thú
23019,Công cụ
23020,Gói quà
23021,Hãy nhập tên
23022,"Sau khi xóa, các phân loại sẽ mất đi, bạn chắc chắn xóa chứ?"
23023,Tác giả chưa mở Tiệm
23024,Ghi chú
23025,Đặt tên mới
23026,Sắp xếp
23027,Xóa
23028,Đặt lại tên thành công
23029,Sắp xếp thành công
23030,Xóa thành công
23031,"Ký tự quá dài, vui lòng nhập lại"
23032,"Có từ cấm, hãy nhập lại"
23033,Chọn phân loại
23034,Hãy chọn các loại dưới đây hoặc tạo phân loại mới
23035,Hãy nhập tên của phân loại mới
23036,Tạo phân loại mới
23037,Đã đạt giới hạn
23038,"Số liệu sai, vui lòng mở lại Tiệm"
23039,Tên quá dài
23040,Còn lại
23041,Còn lại @1 ngày@2
23042,Điểm Mini
23043,Giá xu Mini
23044,Giá điểm Mini
23045,Điểm Mini không đủ. Vui lòng nhận thêm trên thiết bị di động
23046,"Phòng đã đóng, quay lại trang chủ và chọn lại nhé!"
23200,@Null@
24000,@Null@
24001,@Null@
24002,@Null@
24003,@Null@
24100,@Null@
25000,Thông tin khu vực:
25001,Dài :
25002,Rộng :
25003,Cao :
25004,Hủy chọn khu vực
